s,V,gamma,n,t
3092.5130499999996,31.54559539843231,50.0,-3.9511659838569684,72.6505598907902
3095.503875,32.007020853210996,50.0,-3.9017191821856336,72.74045495177317
3098.4946999999997,32.463628494592996,50.0,-3.833133438608177,72.82915868269954
3098.4946999999997,32.463628494592996,50.0,-3.833133438608177,72.82915868269954
3101.485525,32.929196705710595,50.0,-3.743233969214274,72.91671387249716
3104.47635,33.40084702698194,50.0,-3.628599799164215,73.0031414021891
3104.47635,33.40084702698194,50.0,-3.628599799164215,73.0031414021891
3107.4671749999998,33.87262476150377,50.0,-3.485354736259409,73.0884762530313
3110.458,34.34218014733709,50.0,-3.3089356813945012,73.172772494081
3110.458,34.34218014733709,50.0,-3.3089356813945012,73.172772494081
3113.448825,34.80853315384031,50.0,-3.0942208105712097,73.25609489143666
3116.43965,35.27262478014569,50.0,-2.8351824773732823,73.33855833398766
3116.43965,35.27262478014569,50.0,-2.8351824773732823,73.33855833398766
3119.4304749999997,35.73545418223872,50.0,-2.525647535809388,73.42031166766256
3122.4212999999995,36.19621292095944,50.0,-2.16129546412271,73.50154363658544
3122.4212999999995,36.19621292095944,50.0,-2.16129546412271,73.50154363658544
3125.4121249999994,36.65350598904536,50.0,-1.7398463378372901,73.58244325222644
3128.40295,37.10514825429111,50.0,-1.2653632390204967,73.66312646236851
3128.40295,37.10514825429111,50.0,-1.2653632390204967,73.66312646236851
3131.393775,37.548824124721506,50.0,-0.7462066966748256,73.743627195419
3134.3846,37.983071671714136,50.0,-0.1975276047087922,73.82381961544337
3134.3846,37.983071671714136,50.0,-0.1975276047087922,73.82381961544337
3137.3754249999997,38.40669198364833,50.0,0.3632104043048654,73.9035201645646
3140.36625,38.818802479742935,50.0,0.9169786539206832,73.98250482256941
3140.36625,38.818802479742935,50.0,0.9169786539206832,73.98250482256941
3143.357075,39.218788868325774,50.0,1.4455109730974336,74.06057097136994
3146.3478999999998,39.60662195881228,50.0,1.9347110564234933,74.13761692952684
3146.3478999999998,39.60662195881228,50.0,1.9347110564234933,74.13761692952684
3149.338725,39.982681655653984,50.0,2.3739792999605016,74.21362203524856
3152.32955,40.3478899037535,50.0,2.7598449096095585,74.28868796854363
3152.32955,40.3478899037535,50.0,2.7598449096095585,74.28868796854363
3155.3203750000002,40.703142497443565,50.0,3.091694095578165,74.36291931383593
3158.3112,41.04909385813123,50.0,3.370793460672,74.43638207847833
3158.3112,41.04909385813123,50.0,3.370793460672,74.43638207847833
3161.302025,41.38633102883395,50.0,3.598205680009489,74.50913318911952
